# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.2.9
#@/tick	25120
#@/user_id	rime
a 	啊	c=122 d=2.11641 t=25120
you xian 	有限	c=1 d=0.774916 t=25120
you xiang 	又想	c=1 d=1.54675e-43 t=25120
you xiang 	郵箱	c=18 d=5.84461e-06 t=25120
you xiao 	有效	c=2 d=0.290835 t=25120
you xie 	有些	c=3 d=6.44694e-13 t=25120
you xing 	遊行	c=1 d=3.46622e-36 t=25120
you xiong 	有胸	c=1 d=6.06511e-30 t=25120
you yi 	友誼	c=1 d=6.84444e-11 t=25120
you yi lu 	友誼路	c=2 d=5.8263e-28 t=25120
you yong 	有用	c=1 d=2.85561e-21 t=25120
you yu 	憂鬱	c=2 d=9.76971e-21 t=25120
you yu 	由於	c=1 d=8.66643e-23 t=25120
you yu 	魷魚	c=1 d=8.27241e-05 t=25120
you yue gan 	優越感	c=1 d=9.38344e-17 t=25120
you zai 	又在	c=1 d=2.08541e-29 t=25120
you zhi yuan 	幼稚園	c=1 d=6.74024e-07 t=25120
yu 	與	c=10 d=3.65212e-21 t=25120
yu 	餘	c=1 d=3.33257e-44 t=25120
yu ce 	預測	c=2 d=0.123687 t=25120
yu cha 	魚叉	c=1 d=3.05632e-26 t=25120
yu dao 	遇到	c=8 d=0.0127147 t=25120
yu ding 	預定	c=4 d=9.06276e-47 t=25120
yu ding 	預訂	c=2 d=1.307e-48 t=25120
yu fang 	預防	c=1 d=1.7564e-09 t=25120
yu gan 	預感	c=1 d=5.31579e-08 t=25120
yu gao 	預告	c=1 d=1.67792e-30 t=25120
yu gao pian 	預告片	c=2 d=4.1266e-08 t=25120
yu hui 	與會	c=1 d=0.339596 t=25120
yu kuai 	愉快	c=1 d=1.62551e-39 t=25120
yu le jie 	娛樂界	c=1 d=2.46673e-34 t=25120
yu liu 	預留	c=1 d=6.52505e-37 t=25120
yu lun 	輿論	c=1 d=0.305746 t=25120
yu ming 	域名	c=3 d=0.000819564 t=25120
yu ren 	漁人	c=1 d=3.69523e-24 t=25120
yu san 	雨傘	c=1 d=1.46025e-13 t=25120
yu suan 	預算	c=0 d=1.05342e-25 t=25120
yu suan di 	預算低	c=1 d=3.46681e-38 t=25120
yu suan gao 	預算高	c=1 d=3.50165e-38 t=25120
yu wen 	語文	c=1 d=2.58879e-14 t=25120
yu xuan sai 	預選賽	c=1 d=5.71598e-09 t=25120
yu yan 	語言	c=4 d=6.25321e-07 t=25120
yu yi ban 	預醫班	c=1 d=1.80577e-41 t=25120
yu yue 	預約	c=7 d=9.23096e-30 t=25120
yu zhou 	宇宙	c=4 d=2.11988e-17 t=25120
yu zhou dui 	宇宙隊	c=3 d=2.43566e-22 t=25120
yu zhou lie 	宇宙獵	c=1 d=2.40542e-32 t=25120
yu zhou zhen li 	宇宙真理	c=1 d=2.13051e-16 t=25120
yuan 	元	c=3 d=4.14135e-13 t=25120
yuan 	員	c=1 d=9.78206e-07 t=25120
yuan 	園	c=0 d=4.59906e-11 t=25120
yuan 	源	c=2 d=5.42854e-12 t=25120
yuan 	院	c=0 d=6.31263e-31 t=25120
yuan ben 	原本	c=3 d=1.45247e-09 t=25120
yuan di 	原地	c=1 d=7.72471e-52 t=25120
yuan dong 	遠東	c=2 d=1.55884e-09 t=25120
yuan fen 	緣分	c=1 d=2.11549e-21 t=25120
yuan gong 	員工	c=11 d=8.65836e-07 t=25120
yuan gu 	遠古	c=1 d=5.69619e-27 t=25120
yuan lai 	原來	c=9 d=4.82237e-09 t=25120
yuan li 	原理	c=1 d=2.94709e-39 t=25120
yuan li 	遠離	c=3 d=2.48805e-14 t=25120
yuan ma 	源碼	c=1 d=6.82384e-12 t=25120
yuan she 	遠射	c=1 d=8.67557e-06 t=25120
yuan sheng 	原生	c=6 d=0.120634 t=25120
yuan wen 	原文	c=1 d=8.84452e-27 t=25120
yuan yi 	願意	c=2 d=1.67131e-13 t=25120
yuan yin 	原因	c=1 d=3.58114e-08 t=25120
yuan zhu 	遠柱	c=1 d=1.33775e-41 t=25120
yue 	月	c=26 d=0.394554 t=25120
yue 	粵	c=3 d=9.08106e-14 t=25120
yue 	約	c=3 d=9.19138e-09 t=25120
yue 	越	c=4 d=4.36346e-09 t=25120
yue bing 	閱兵	c=3 d=5.6307e-38 t=25120
yue bing da fa hao 	閱兵大法好	c=1 d=1.77182e-53 t=25120
yue fei 	月費	c=1 d=8.85836e-16 t=25120
yue fu 	岳父	c=1 d=9.75642e-05 t=25120
yue guang 	月光	c=1 d=8.69034e-26 t=25120
yue lai yue 	越來越	c=1 d=0.000665481 t=25120
yue lai yue duo 	越來越多	c=1 d=9.56455e-36 t=25120
yue lai yue hao 	越來越好	c=1 d=6.92876e-08 t=25120
yue lai yue shuai 	越來越帥	c=1 d=5.92261e-15 t=25120
yue nan 	越南	c=1 d=4.55562e-16 t=25120
yue pin 	粵拼	c=1 d=7.90949e-36 t=25120
yue qian 	月前	c=1 d=1.67735e-26 t=25120
yue ru 	月如	c=1 d=9.93595e-43 t=25120
yue shou 	樂手	c=1 d=1.33984e-30 t=25120
yue ting 	越聽	c=1 d=4.3417e-09 t=25120
yue wei 	越位	c=8 d=0.499089 t=25120
yue wei qiu 	越位球	c=1 d=8.93797e-33 t=25120
yue ye yue jing cai 	越夜越精彩	c=1 d=2.15816e-50 t=25120
yue yu 	粵語	c=7 d=0.392586 t=25120
yue yu 	越獄	c=2 d=5.22296e-36 t=25120
yue yuan 	越遠	c=0 d=3.72083e-18 t=25120
yue zou 	越走	c=0 d=3.72083e-18 t=25120
yue zou yue yuan 	越走越遠	c=1 d=3.73948e-17 t=25120
yue zu 	月租	c=2 d=8.52724e-09 t=25120
yun 	贇	c=1 d=4.66444e-29 t=25120
yun 	雲	c=17 d=0.000392759 t=25120
yun dong yuan 	運動員	c=2 d=1.78725e-08 t=25120
yun fu 	雲浮	c=2 d=1.1906e-23 t=25120
yun pan 	雲盤	c=2 d=5.88074e-17 t=25120
yun qi 	運氣	c=1 d=1.70391e-05 t=25120
yun xing 	運行	c=6 d=2.44476e-17 t=25120
yun xing zhe 	運行着	c=1 d=4.98194e-39 t=25120
yun xu 	允許	c=1 d=4.05783e-37 t=25120
yun ying shang 	運營商	c=2 d=5.23575e-06 t=25120
yun yong 	運用	c=1 d=5.2493e-07 t=25120
yun yun 	云云	c=1 d=3.79406e-11 t=25120
za 	砸	c=1 d=5.7603e-41 t=25120
za zhi 	雜誌	c=1 d=4.75624e-23 t=25120
zai 	仔	c=0 d=4.43379e-51 t=25120
zai 	再	c=42 d=0.611309 t=25120
zai 	在	c=111 d=0.323456 t=25120
zai 	宰	c=1 d=5.0018e-27 t=25120
zai bian 	災變	c=0 d=5.7189e-16 t=25120
zai ci 	在此	c=3 d=0.000485661 t=25120
zai duo 	再多	c=1 d=2.54887e-37 t=25120
zai jia 	在家	c=1 d=0.00408677 t=25120
zai na 	在哪	c=1 d=9.40773e-18 t=25120
zai xia 	在下	c=2 d=1.79707e-43 t=25120
zai xian 	在線	c=4 d=0.000699601 t=25120
zai yi 	在意	c=1 d=6.03897e-38 t=25120
zai yong 	在用	c=3 d=6.3099e-17 t=25120
zai yu 	在於	c=1 d=0.209088 t=25120
zai zhe 	再者	c=1 d=5.42023e-31 t=25120
zan 	讚	c=4 d=1.20715e-09 t=25120
zan men 	咱們	c=1 d=7.24891e-10 t=25120
zan shi 	暫時	c=5 d=4.89525e-09 t=25120
zan ting 	暫停	c=23 d=1.9366e-12 t=25120
zan tong 	贊同	c=2 d=3.03849e-16 t=25120
zan zhu 	贊助	c=1 d=1.37143e-10 t=25120
zang 	髒	c=1 d=1.25723e-46 t=25120
zao 	早	c=16 d=4.50384e-06 t=25120
zao 	造	c=2 d=1.43109e-11 t=25120
zao bao 	早報	c=1 d=9.07643e-08 t=25120
zao bing 	造餅	c=1 d=1.81205e-23 t=25120
zao cha 	早茶	c=1 d=2.80622e-51 t=25120
zao cheng 	造成	c=1 d=7.50839e-12 t=25120
zao fu 	造福	c=2 d=0.00582847 t=25120
zao ri 	早日	c=3 d=9.3809e-35 t=25120
zao shang 	早上	c=6 d=0.00381048 t=25120
zao wu 	造屋	c=1 d=6.92264e-27 t=25120
zao wu wan 	早午晚	c=1 d=1.72778e-51 t=25120
zao xing 	造型	c=1 d=3.07373e-34 t=25120
zao yi 	早已	c=1 d=7.43724e-47 t=25120
zao zao 	早早	c=1 d=1.57291e-05 t=25120
ze 	則	c=1 d=1.48717e-22 t=25120
ze 	嘖	c=2 d=4.01998e-48 t=25120
ze ren 	責任	c=0 d=0.00495388 t=25120
zei 	賊	c=1 d=0.0324653 t=25120
zen me 	怎麼	c=24 d=0.188248 t=25120
zen yang 	怎樣	c=1 d=1.36315e-27 t=25120
zeng jia 	增加	c=1 d=5.06876e-07 t=25120
zeng qiang 	增強	c=1 d=6.33672e-16 t=25120
zha 	扎	c=1 d=6.02748e-45 t=25120
zha 	渣	c=6 d=0.328013 t=25120
zha 	炸	c=3 d=0.0485578 t=25120
zha dan 	炸彈	c=2 d=3.99228e-40 t=25120
zha gan 	榨乾	c=1 d=4.1228e-18 t=25120
zha lie 	炸裂	c=1 d=2.45317e-28 t=25120
zha shu 	渣叔	c=1 d=1.48565e-10 t=25120
zhai ji song 	宅急送	c=2 d=1.12623e-08 t=25120
zhan 	佔	c=1 d=9.24689e-21 t=25120
zhan 	戰	c=0 d=9.51199e-31 t=25120
zhan 	盞	c=0 d=6.24026e-13 t=25120
zhan 	站	c=14 d=1.51364e-09 t=25120
zhan bian 	沾邊	c=1 d=3.06163e-17 t=25120
zhan chang 	戰場	c=3 d=0.722528 t=25120
zhan dou 	顫抖	c=1 d=0.085435 t=25120
zhan dou li 	戰鬥力	c=3 d=1.47087e-10 t=25120
zhan jun 	詹俊	c=2 d=7.14099e-10 t=25120
zhan lve 	戰略	c=1 d=3.43125e-05 t=25120
zhan man 	佔滿	c=1 d=3.07426e-36 t=25120
zhan sha 	斬殺	c=3 d=9.59446e-26 t=25120
zhan shi 	展示	c=1 d=3.29212e-18 t=25120
zhan shi 	戰士	c=7 d=3.24359e-25 t=25120
zhan shu 	戰術	c=2 d=0.000162473 t=25120
zhan wang 	戰網	c=8 d=1.13061e-05 t=25120
zhan xi 	站西	c=1 d=0.225373 t=25120
zhan zeng 	戰增	c=1 d=6.04636e-23 t=25120
zhan zhang 	站長	c=2 d=0.540641 t=25120
zhan zhe 	站着	c=2 d=0.000140637 t=25120
zhan zheng 	戰爭	c=1 d=2.12682e-25 t=25120
zhang 	張	c=2 d=2.40672e-09 t=25120
zhang 	漲	c=3 d=2.47252e-27 t=25120
zhang 	長	c=2 d=2.58656e-36 t=25120
zhang de 	長得	c=1 d=6.25641e-13 t=25120
zhang hao 	賬號	c=8 d=5.30625e-13 t=25120
zhang kong 	掌控	c=1 d=0.0413782 t=25120
zhang lang 	蟑螂	c=1 d=1.05013e-46 t=25120
zhang lin peng 	張林芃	c=1 d=8.64525e-53 t=25120
zhang mu niang 	丈母娘	c=2 d=0.194952 t=25120
zhang peng 	帳篷	c=1 d=0.000151489 t=25120
zhang wo 	掌握	c=2 d=0.000250019 t=25120
zhang xin 	漲薪	c=1 d=8.17312e-10 t=25120
zhang zhe 	長者	c=1 d=1.6544e-11 t=25120
zhang zi 	長子	c=2 d=0.0268685 t=25120
zhao 	找	c=10 d=0.225373 t=25120
zhao 	招	c=7 d=3.44963e-09 t=25120
zhao 	朝	c=1 d=1.11276e-51 t=25120
zhao 	照	c=2 d=0.0655462 t=25120
zhao 	趙	c=1 d=6.60902e-11 t=25120
zhao dai 	招待	c=1 d=1.54439e-25 t=25120
zhao dao 	找到	c=3 d=3.85074e-09 t=25120
zhao jian 	找間	c=1 d=4.78822e-43 t=25120
zhao mu 	招募	c=9 d=9.31653e-15 t=25120
zhao pian 	照片	c=4 d=7.74082e-38 t=25120
zhao pin 	招聘	c=2 d=1.92906e-42 t=25120
zhao ren 	招人	c=4 d=5.23753e-10 t=25120
zhao yang 	照樣	c=1 d=2.43215e-15 t=25120
zhao yao 	招搖	c=1 d=2.30592e-35 t=25120
zhe 	折	c=10 d=1.03797e-27 t=25120
zhe 	着	c=4 d=3.96801e-09 t=25120
zhe 	者	c=5 d=0.341298 t=25120
zhe 	這	c=77 d=0.733367 t=25120
zhe bo 	這波	c=1 d=1.52243e-33 t=25120
zhe bu zhu 	遮不住	c=0 d=1.20404e-09 t=25120
zhe ce 	這測	c=1 d=1.35096e-39 t=25120
zhe ci 	這次	c=3 d=0.00193045 t=25120
zhe dian 	這點	c=2 d=3.0532e-14 t=25120
zhe feng 	這風	c=1 d=6.36394e-37 t=25120
zhe ge 	這個	c=42 d=0.000584707 t=25120
zhe ge guo 	這個鍋	c=1 d=7.23858e-52 t=25120
zhe ge yue 	這個月	c=1 d=1.82833e-40 t=25120
zhe hua 	這話	c=0 d=0.0499074 t=25120
zhe hua si 	這話死	c=1 d=0.501576 t=25120
zhe ji 	這集	c=2 d=3.46145e-06 t=25120
zhe ji tian 	這幾天	c=1 d=2.56784e-36 t=25120
zhe jia 	折價	c=1 d=2.01197e-19 t=25120
zhe jiang 	浙江	c=1 d=1.33734e-08 t=25120
zhe jie 	這屆	c=3 d=6.07248e-14 t=25120
zhe jiu shi 	這就是	c=1 d=9.2133e-37 t=25120
zhe lei 	這類	c=1 d=1.55504e-47 t=25120
zhe li 	這裏	c=7 d=1.19846e-12 t=25120
zhe liang tian 	這兩天	c=3 d=1.17313e-17 t=25120
zhe lou 	蔗露	c=1 d=0.000675539 t=25120
zhe me 	這麼	c=12 d=0.0617291 t=25120
zhe me duo 	這麼多	c=2 d=0.000129737 t=25120
zhe ren 	這人	c=1 d=1.82392e-41 t=25120
zhe shi 	這事	c=9 d=0.529935 t=25120
zhe shi 	這是	c=2 d=1.10172e-22 t=25120
zhe shi hou 	這時候	c=1 d=3.60154e-16 t=25120
zhe shui 	這水	c=1 d=6.59421e-14 t=25120
zhe teng 	折騰	c=7 d=8.79697e-21 t=25120
zhe tiao 	這條	c=1 d=2.2064e-16 t=25120
zhe tie 	這貼	c=3 d=0.00954382 t=25120
zhe xia 	這下	c=1 d=0.00101791 t=25120
zhe xie 	這些	c=2 d=0.00472447 t=25120
zhe yang 	這樣	c=14 d=0.602805 t=25120
zhe yang xiang 	這樣想	c=1 d=3.62021e-18 t=25120
zhe yi ci 	這一次	c=1 d=8.72054e-08 t=25120
zhe zhong 	這種	c=11 d=0.446769 t=25120
zhe zhong ren 	這種人	c=1 d=5.74445e-38 t=25120
zhe zhong shi 	這種事	c=1 d=9.05424e-38 t=25120
zhe zhong tu 	這種圖	c=1 d=4.35442e-14 t=25120
zhen 	真	c=54 d=0.777737 t=25120
zhen 	針	c=1 d=5.44259e-50 t=25120
zhen 	鎮	c=7 d=0.0386741 t=25120
zhen 	陣	c=0 d=2.71958e-36 t=25120
zhen 	震	c=1 d=0.0327124 t=25120
zhen ai 	真愛	c=3 d=0.203925 t=25120
zhen ai fen 	真愛粉	c=1 d=8.03039e-38 t=25120
zhen bu shi 	真不是	c=1 d=3.80841e-26 t=25120
zhen cao 	真草	c=1 d=8.27945e-15 t=25120
zhen cha 	斟茶	c=1 d=2.25449e-05 t=25120
zhen de 	真的	c=14 d=0.000457378 t=25120
zhen duan 	診斷	c=1 d=1.42638e-31 t=25120
zhen hao 	真好	c=2 d=6.69911e-38 t=25120
zhen kuai 	真快	c=1 d=3.27682e-22 t=25120
zhen lei 	真累	c=2 d=0.000142051 t=25120
zhen li 	真理	c=0 d=2.11988e-17 t=25120
zhen rong 	陣容	c=1 d=5.6931e-50 t=25120
zhen shen 	真神	c=1 d=4.66603e-33 t=25120
zhen shi 	真實	c=1 d=5.71093e-28 t=25120
zhen shi 	真是	c=6 d=1.17148e-09 t=25120
zhen xi 	珍惜	c=1 d=7.85532e-15 t=25120
zhen xiang 	真相	c=3 d=2.5371e-12 t=25120
zhen xin 	真心	c=2 d=1.47212e-20 t=25120
zhen xin hao 	真心好	c=1 d=2.40288e-49 t=25120
zhen xiong 	真兇	c=1 d=1.96665e-45 t=25120
zhen yao 	真要	c=1 d=3.32804e-28 t=25120
zhen ying 	陣營	c=2 d=2.76886e-11 t=25120
zhen zan 	真讚	c=1 d=1.31063e-06 t=25120
zhen zheng 	真正	c=3 d=2.85408e-06 t=25120
zhen zhuo 	斟酌	c=2 d=8.84151e-23 t=25120
zheng 	整	c=1 d=1.17168e-11 t=25120
zheng 	正	c=2 d=8.56707e-05 t=25120
zheng 	爭	c=1 d=6.1484e-14 t=25120
zheng 	證	c=0 d=8.38974e-54 t=25120
zheng 	鄭	c=3 d=1.01813e-31 t=25120
zheng ba 	爭霸	c=1 d=2.56172e-08 t=25120
zheng ban 	正版	c=4 d=8.05344e-20 t=25120
zheng ce 	政策	c=1 d=1.17571e-22 t=25120
zheng chang 	正常	c=5 d=2.68283e-22 t=25120
zheng de 	徵得	c=1 d=1.47157e-45 t=25120
zheng dui 	整隊	c=2 d=4.61863e-52 t=25120
zheng fu 	征服	c=1 d=1.59554e-26 t=25120
zheng fu 	政府	c=6 d=2.00215e-19 t=25120
zheng gong 	正宮	c=1 d=0.923116 t=25120
zheng gong 	鄭工	c=5 d=5.9598e-24 t=25120
zheng he 	整合	c=1 d=5.19707e-07 t=25120
zheng jian 	證件	c=1 d=5.35153e-29 t=25120
zheng jian zhao 	證件照	c=1 d=5.37836e-28 t=25120
zheng jie 	正解	c=1 d=2.00774e-53 t=25120
zheng ju 	證據	c=1 d=2.69665e-53 t=25120
zheng mian 	正面	c=1 d=4.1021e-47 t=25120
zheng ming 	證明	c=3 d=2.13782e-09 t=25120
zheng pai 	正牌	c=1 d=3.62194e-53 t=25120
zheng qi 	整齊	c=1 d=3.55275e-32 t=25120
zheng qian 	掙錢	c=2 d=3.83741e-27 t=25120
zheng qiu 	徵求	c=1 d=1.18688e-45 t=25120
zheng que 	正確	c=4 d=5.02088e-13 t=25120
zheng shi 	正式	c=2 d=4.267e-10 t=25120
zheng shi 	證實	c=2 d=4.29105e-18 t=25120
zheng ti 	政體	c=1 d=1.46523e-53 t=25120
zheng tian 	整天	c=2 d=3.92853e-09 t=25120
zheng zai 	正在	c=1 d=8.51971e-28 t=25120
zheng zhi 	政治	c=1 d=4.99584e-13 t=25120
zheng zhi 	正直	c=1 d=1.60081e-06 t=25120
zheng zhi bi hu 	政治庇護	c=1 d=9.24501e-48 t=25120
zhi 	之	c=7 d=0.000412915 t=25120
zhi 	值	c=1 d=1.05615e-25 t=25120
zhi 	只	c=33 d=4.73383e-07 t=25120
zhi 	執	c=1 d=9.7614e-11 t=25120
zhi 	指	c=5 d=4.54116e-15 t=25120
zhi 	止	c=0 d=7.23266e-14 t=25120
zhi 	知	c=9 d=2.58484e-05 t=25120
zhi 	紙	c=1 d=2.41879e-09 t=25120
zhi 	織	c=1 d=1.97174e-46 t=25120
zhi bao 	只報	c=1 d=3.89209e-17 t=25120
zhi bi 	只比	c=1 d=9.38823e-23 t=25120
zhi bi 	紙筆	c=1 d=9.573e-17 t=25120
zhi bo 	直播	c=7 d=0.27665 t=25120
zhi bo zhan 	直播站	c=1 d=0.357007 t=25120
zhi bu guo 	只不過	c=3 d=2.17874e-17 t=25120
zhi cheng 	之城	c=0 d=2.5205e-24 t=25120
zhi chi 	支持	c=15 d=6.48037e-07 t=25120
zhi dai 	只帶	c=1 d=9.21487e-39 t=25120
zhi dao 	直到	c=3 d=3.51322e-18 t=25120
zhi dao 	知道	c=35 d=1.23345e-05 t=25120
zhi de 	只得	c=1 d=2.07713e-41 t=25120
zhi de 	直的	c=1 d=4.07318e-52 t=25120
zhi di 	之地	c=0 d=1.218e-27 t=25120
zhi du 	只讀	c=1 d=8.51391e-20 t=25120
zhi dui 	只對	c=1 d=3.16906e-11 t=25120
zhi fa 	植髮	c=0 d=1.51902e-37 t=25120
zhi fu 	支付	c=4 d=1.42773e-05 t=25120
zhi fu bao 	支付寶	c=7 d=2.96912e-09 t=25120
zhi ge 	之歌	c=1 d=4.98719e-22 t=25120
zhi guan 	直觀	c=2 d=0.000599538 t=25120
zhi hou 	之後	c=18 d=0.00806735 t=25120
zhi hu 	知乎	c=16 d=0.0357931 t=25120
zhi hui 	只會	c=2 d=1.02674e-35 t=25120
zhi hui 	智慧	c=1 d=7.46816e-37 t=25120
zhi hui guan 	指揮官	c=1 d=0.0668704 t=25120
zhi jie 	直接	c=30 d=0.515777 t=25120
zhi kan 	只看	c=1 d=6.85843e-35 t=25120
zhi lei 	之類	c=8 d=9.28691e-13 t=25120
zhi li 	之力	c=1 d=9.32205e-28 t=25120
zhi liao 	治療	c=3 d=0.286505 t=25120
zhi ma guan 	芝麻官	c=1 d=0.105928 t=25120
zhi mai 	只買	c=1 d=2.28569e-49 t=25120
zhi nan 	指南	c=0 d=1.41512e-27 t=25120
zhi neng 	只能	c=11 d=1.19869e-14 t=25120
zhi pai 	紙牌	c=0 d=4.53521e-23 t=25120
zhi pai wu 	紙牌屋	c=1 d=4.55795e-22 t=25120
zhi pian chang 	製片廠	c=1 d=3.12943e-10 t=25120
zhi qian 	之前	c=17 d=0.869506 t=25120
zhi ru 	植入	c=1 d=3.21019e-45 t=25120
zhi shang 	智商	c=4 d=3.24929e-11 t=25120
zhi shang 	至上	c=0 d=7.56556e-14 t=25120
zhi shao 	至少	c=4 d=0.000440982 t=25120
zhi sheng 	只剩	c=2 d=0.000174253 t=25120
zhi shi 	只是	c=11 d=0.0233141 t=25120
zhi shi 	直視	c=1 d=2.37243e-46 t=25120
zhi shi 	知識	c=2 d=7.45292e-13 t=25120
zhi shou 	之手	c=0 d=0.00156076 t=25120
zhi wang 	之王	c=2 d=5.77343e-09 t=25120
zhi xi 	只系	c=1 d=2.61979e-07 t=25120
zhi xian 	直線	c=2 d=2.5701e-17 t=25120
zhi xin 	之心	c=0 d=5.94906e-39 t=25120
zhi xin 	只信	c=1 d=2.8463e-12 t=25120
zhi xing 	執行	c=1 d=9.95488e-36 t=25120
zhi xu yao 	只需要	c=2 d=1.41319e-10 t=25120
zhi yao 	只要	c=7 d=0.200206 t=25120
zhi ye 	職業	c=4 d=3.86115e-23 t=25120
zhi yi 	之一	c=0 d=1.78999e-27 t=25120
zhi yong 	只用	c=1 d=1.37091e-35 t=25120
zhi you 	只有	c=15 d=0.0536647 t=25120
zhi yu 	治癒	c=1 d=1.06916e-22 t=25120
zhi yu 	至於	c=1 d=0.140858 t=25120
zhi zai 	只在	c=1 d=1.83057e-25 t=25120
zhi zao 	製造	c=1 d=0.318224 t=25120
zhi zhang 	智障	c=20 d=0.00462293 t=25120
zhi zhu 	蜘蛛	c=1 d=0.0170774 t=25120
zhi zu 	知足	c=2 d=1.00012e-16 t=25120
zhi zun 	至尊	c=1 d=2.99478e-22 t=25120
zhi zuo 	之作	c=1 d=7.13954e-37 t=25120
zhi zuo 	製作	c=3 d=3.36566e-44 t=25120
zhi zuo chu 	製作出	c=1 d=2.53788e-45 t=25120
zhong 	中	c=20 d=0.212906 t=25120
zhong 	仲	c=20 d=0.00367946 t=25120
zhong 	種	c=7 d=0.121846 t=25120
zhong 	衆	c=2 d=3.83301e-05 t=25120
zhong 	鍾	c=7 d=0.0495863 t=25120
zhong cai 	仲裁	c=3 d=0.380983 t=25120
zhong cao 	種草	c=3 d=7.28526e-21 t=25120
zhong chang 	中場	c=3 d=1.90891e-18 t=25120
zhong chao 	中超	c=4 d=3.56692e-20 t=25120
zhong chu 	中出	c=3 d=1.77108e-18 t=25120
zhong dian 	重點	c=6 d=0.208045 t=25120
zhong du 	中毒	c=3 d=5.63724e-09 t=25120
zhong duan 	終端	c=3 d=4.43167e-15 t=25120
zhong er 	中二	c=1 d=1.33566e-52 t=25120
zhong guo 	中國	c=9 d=0.0272508 t=25120
zhong guo qu 	中國區	c=1 d=2.40084e-39 t=25120
zhong hua min guo 	中華民國	c=1 d=0.105399 t=25120
zhong huan 	中環	c=1 d=6.96445e-39 t=25120
zhong ji 	中繼	c=1 d=9.12318e-39 t=25120
zhong jian 	中間	c=1 d=0.0112769 t=25120
zhong jian ren 	中間人	c=1 d=6.58369e-54 t=25120
zhong kao 	中考	c=1 d=0.00377257 t=25120
zhong li 	重力	c=2 d=1.294e-26 t=25120
zhong li jing 	重力井	c=1 d=6.32682e-27 t=25120
zhong qiang 	中槍	c=1 d=4.16423e-18 t=25120
zhong qiu 	中秋	c=1 d=3.23353e-42 t=25120
zhong quan 	中圈	c=1 d=5.64816e-45 t=25120
zhong quan 	重拳	c=3 d=1.42744 t=25120
zhong tu 	中途	c=1 d=2.0998e-51 t=25120
zhong wai 	中外	c=1 d=3.73809e-42 t=25120
zhong wei 	中衛	c=1 d=1.67012e-34 t=25120
zhong wen 	中文	c=4 d=4.31931e-07 t=25120
zhong wu 	中午	c=1 d=8.66201e-17 t=25120
zhong xin 	中信	c=1 d=5.74836e-46 t=25120
zhong yao 	重要	c=6 d=2.60871e-18 t=25120
zhong yao xing 	重要性	c=2 d=8.9334e-27 t=25120
zhong yi 	中意	c=8 d=6.69273e-12 t=25120
zhong yi 	鍾意	c=2 d=7.75377e-46 t=25120
zhong ying 	中英	c=1 d=5.82413e-53 t=25120
zhong yu 	終於	c=11 d=5.60184e-07 t=25120
zhong zhao 	中招	c=3 d=1.80891e-32 t=25120
zhong zhi 	中指	c=1 d=4.25428e-05 t=25120
zhong zhuan 	中轉	c=1 d=1.01944e-50 t=25120
zhong zi 	中資	c=4 d=0.42425 t=25120
zhong zi 	種子	c=2 d=4.44507e-18 t=25120
zhong zu 	種族	c=2 d=2.24127e-24 t=25120
zhong zui 	重罪	c=1 d=7.02966e-31 t=25120
zhou 	周	c=1 d=7.38882e-29 t=25120
zhou 	州	c=1 d=4.19366e-42 t=25120
zhou 	洲	c=0 d=2.19644e-52 t=25120
zhou bian 	週邊	c=1 d=1.52083e-50 t=25120
zhou jie lun 	周杰倫	c=1 d=2.13705e-52 t=25120
zhou li bo 	周立波	c=1 d=5.62974e-36 t=25120
zhou mo 	週末	c=1 d=4.06695e-34 t=25120
zhou san 	週三	c=1 d=3.93455e-27 t=25120
zhou wei 	周圍	c=1 d=5.89087e-40 t=25120
zhou xiao bo 	周曉波	c=1 d=3.14448e-37 t=25120
zhou yong kang 	周永康	c=1 d=1.24236e-53 t=25120
zhu 	住	c=3 d=5.22389e-21 t=25120
zhu 	朱	c=2 d=1.49376e-37 t=25120
zhu 	柱	c=1 d=1.01892e-44 t=25120
zhu 	祝	c=4 d=1.81375e-31 t=25120
zhu 	豬	c=2 d=9.60431e-26 t=25120
zhu ban 	主板	c=2 d=6.49382e-10 t=25120
zhu ce 	註冊	c=14 d=0.677057 t=25120
zhu ce qian 	註冊前	c=1 d=9.17828e-51 t=25120
zhu chang 	主場	c=2 d=3.32799e-13 t=25120
zhu cheng 	主城	c=1 d=1.86431e-34 t=25120
zhu dao 	主導	c=1 d=0.308819 t=25120
zhu dong 	主動	c=4 d=4.80361e-21 t=25120
zhu dui 	主隊	c=1 d=7.98083e-24 t=25120
zhu ge 	逐個	c=2 d=9.0327e-10 t=25120
zhu gong 	助攻	c=1 d=1.27628e-17 t=25120
zhu hai 	珠海	c=1 d=5.18542e-10 t=25120
zhu ji 	主機	c=1 d=9.55448e-53 t=25120
zhu jiang 	珠江	c=1 d=3.77835e-21 t=25120
zhu jiang xin cheng 	珠江新城	c=1 d=9.70745e-34 t=25120
zhu jiao 	主教	c=1 d=1.57752e-10 t=25120
zhu jiao 	主角	c=1 d=4.12069e-12 t=25120
zhu jiao 	豬腳	c=1 d=2.4238e-11 t=25120
zhu jiao cu 	豬腳醋	c=1 d=1.08159e-11 t=25120
zhu jiao jiang 	豬腳薑	c=1 d=2.45576e-11 t=25120
